Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
John Wall,33:27,6,16,.375,0,0,,2,4,.500,2,2,4,5,1,0,0,4,14,-25
Andray Blatche,28:57,5,12,.417,0,1,.000,0,0,,3,3,6,1,0,0,0,2,10,-18
Rashard Lewis,28:50,3,10,.300,0,2,.000,0,0,,2,2,4,1,0,0,2,2,6,-18
Nick Young,24:34,5,15,.333,1,3,.333,6,6,1.000,1,3,4,0,0,2,1,1,17,-18
JaVale McGee,23:48,2,8,.250,0,0,,2,2,1.000,1,3,4,0,2,5,1,2,6,-17
Trevor Booker,22:59,4,8,.500,0,0,,0,0,,2,4,6,0,2,0,0,1,8,+1
Chris Singleton,22:15,3,5,.600,1,2,.500,0,0,,1,3,4,0,0,0,2,5,7,-1
Jordan Crawford,20:26,3,10,.300,0,2,.000,0,0,,1,6,7,4,2,0,1,1,6,-4
Kevin Séraphin,17:11,0,2,.000,0,0,,3,4,.750,1,3,4,0,0,1,1,3,3,-1
Roger Mason,13:12,1,5,.200,0,2,.000,2,2,1.000,0,0,0,1,0,0,1,0,4,+8
Shelvin Mack,4:21,2,2,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,4,+3
Dwight Howard,36:36,11,13,.846,0,0,,6,14,.429,5,15,20,2,0,3,4,3,28,+23
Jameer Nelson,31:35,3,8,.375,1,3,.333,0,0,,0,3,3,9,1,0,2,2,7,+24
Hedo Türkoğlu,28:53,7,9,.778,0,1,.000,0,0,,2,3,5,8,1,0,3,5,14,+25
Ryan Anderson,27:40,7,16,.438,3,5,.600,6,6,1.000,7,8,15,0,0,0,0,1,23,+24
Jason Richardson,25:40,3,9,.333,2,3,.667,0,0,,2,2,4,5,0,0,1,1,8,+16
Glen Davis,24:48,2,10,.200,0,0,,0,0,,1,3,4,0,0,0,0,0,4,+3
J.J. Redick,22:58,5,11,.455,1,4,.250,3,3,1.000,0,1,1,2,1,0,2,0,14,+10
Quentin Richardson,14:20,1,3,.333,1,2,.500,0,0,,0,2,2,0,0,0,0,0,3,-10
Chris Duhon,12:16,0,1,.000,0,0,,2,2,1.000,0,0,0,0,1,0,1,0,2,-1
Larry Hughes,4:09,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-5
Von Wafer,4:09,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-5
Justin Harper,3:28,0,2,.000,0,1,.000,0,0,,0,0,0,1,0,0,1,0,0,-7
Earl Clark,3:28,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-7
Antawn Jamison,31:33,8,19,.421,1,5,.200,2,4,.500,1,5,6,0,0,1,2,1,19,-10
Anderson Varejão,30:35,0,4,.000,0,0,,3,4,.750,5,8,13,3,3,1,2,2,3,-5
Kyrie Irving,26:11,3,13,.231,0,1,.000,6,6,1.000,2,1,3,4,0,0,2,4,12,-2
Omri Casspi,23:44,4,8,.500,2,4,.500,0,0,,2,3,5,2,0,0,1,4,10,-1
Anthony Parker,21:02,2,6,.333,2,3,.667,2,2,1.000,0,2,2,1,0,0,0,1,8,-4
Daniel Gibson,24:35,2,8,.250,0,3,.000,0,0,,0,2,2,3,2,0,0,0,4,-13
Alonzo Gee,21:53,0,5,.000,0,5,.000,2,2,1.000,0,3,3,1,1,0,2,2,2,-16
Ramon Sessions,21:49,2,7,.286,1,1,1.000,2,2,1.000,0,4,4,1,0,0,1,0,7,-13
Ryan Hollins,17:25,1,4,.250,0,0,,4,4,1.000,3,0,3,1,0,3,1,2,6,-10
Tristan Thompson,16:27,0,5,.000,0,0,,1,2,.500,0,3,3,0,0,1,0,1,1,-5
Luke Harangody,2:23,2,2,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,5,+2
Mychel Thompson,2:23,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+2
DeMar DeRozan,37:04,9,18,.500,5,8,.625,2,2,1.000,0,5,5,0,0,0,1,1,25,+13
José Calderón,36:47,6,8,.750,1,3,.333,0,0,,0,6,6,11,0,0,1,2,13,+8
Andrea Bargnani,34:06,11,16,.688,3,7,.429,6,7,.857,0,7,7,3,0,1,2,1,31,+22
Amir Johnson,26:36,3,6,.500,0,0,,0,0,,2,2,4,1,2,0,2,3,6,+3
Rasual Butler,16:51,0,6,.000,0,6,.000,0,0,,1,0,1,1,0,0,0,1,0,+6
James Johnson,26:28,1,8,.125,0,0,,2,4,.500,2,6,8,2,2,2,3,3,4,+12
Ed Davis,22:36,4,7,.571,0,0,,0,0,,2,5,7,1,0,1,1,2,8,+4
Leandro Barbosa,14:36,1,4,.250,1,3,.333,0,0,,0,0,0,1,0,0,0,2,3,-1
Jamaal Magloire,11:20,0,1,.000,0,0,,0,0,,0,3,3,0,0,0,0,2,0,+3
Anthony Carter,11:13,0,1,.000,0,0,,0,0,,0,2,2,2,0,0,1,1,0,+7
Gary Forbes,2:23,1,2,.500,0,0,,0,0,,0,0,0,1,0,0,0,0,2,-2
Jerryd Bayless,Did Not Dress,,,,,,,,,,,,,,,,,,,
MarShon Brooks,34:29,7,16,.438,1,3,.333,2,4,.500,1,1,2,0,2,0,1,2,17,-16
Mehmet Okur,31:08,2,8,.250,0,4,.000,0,0,,2,3,5,1,0,0,1,1,4,-9
Shelden Williams,26:22,3,6,.500,0,0,,2,2,1.000,5,4,9,0,2,0,1,2,8,-8
Sundiata Gaines,23:37,4,12,.333,0,3,.000,0,1,.000,0,1,1,6,0,0,2,4,8,-7
Damion James,18:28,1,2,.500,0,0,,0,0,,0,4,4,0,2,0,1,2,2,+7
Jordan Farmar,27:02,4,9,.444,1,4,.250,2,3,.667,0,1,1,6,0,0,3,5,11,-12
Anthony Morrow,21:58,4,7,.571,1,1,1.000,0,0,,0,3,3,0,1,0,3,2,9,-16
Shawne Williams,19:39,2,6,.333,1,4,.250,0,0,,0,2,2,0,0,0,1,1,5,-11
DeShawn Stevenson,14:08,0,2,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,1,0,-13
Johan Petro,11:33,1,3,.333,0,0,,0,0,,0,1,1,1,1,1,0,2,2,-13
Jordan Williams,7:18,2,3,.667,0,0,,0,0,,2,3,5,0,0,0,0,1,4,+3
Dennis Horner,4:18,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
Deron Williams,Did Not Dress,,,,,,,,,,,,,,,,,,,
Rajon Rondo,32:19,4,8,.500,0,0,,0,3,.000,0,0,0,12,3,0,3,1,8,+14
Keyon Dooling,30:58,2,6,.333,1,4,.250,0,0,,0,0,0,1,0,0,1,2,5,+18
Paul Pierce,29:29,8,14,.571,3,5,.600,5,7,.714,1,5,6,5,1,0,1,3,24,+16
Kevin Garnett,25:56,6,7,.857,0,0,,2,2,1.000,2,10,12,1,0,0,3,2,14,+15
Jermaine O'Neal,17:34,1,4,.250,0,0,,0,0,,2,3,5,0,0,2,1,4,2,-5
Brandon Bass,25:45,7,10,.700,0,0,,1,2,.500,4,9,13,1,0,0,1,1,15,+20
Avery Bradley,23:27,4,8,.500,1,4,.250,2,3,.667,0,0,0,2,2,0,2,2,11,+8
Marquis Daniels,14:13,0,7,.000,0,0,,2,2,1.000,2,0,2,1,0,0,1,0,2,+3
Greg Stiemsma,12:16,0,0,,0,0,,1,2,.500,1,4,5,0,0,1,0,3,1,-1
Chris Wilcox,9:10,1,1,1.000,0,0,,0,0,,0,2,2,0,0,1,0,2,2,+12
Sasha Pavlović,7:46,0,3,.000,0,2,.000,0,0,,0,0,0,1,1,0,0,0,0,-1
E'Twaun Moore,5:48,2,3,.667,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,5,-1
JaJuan Johnson,5:19,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
Derrick Rose,39:42,7,15,.467,0,6,.000,3,4,.750,0,2,2,10,2,0,2,1,17,+14
Luol Deng,38:03,1,6,.167,0,0,,0,0,,1,4,5,1,0,0,0,2,2,+4
Joakim Noah,34:56,5,9,.556,0,0,,3,4,.750,2,9,11,4,0,2,5,1,13,+18
Richard Hamilton,31:31,5,9,.556,1,1,1.000,3,3,1.000,0,3,3,5,0,0,3,2,14,+14
Carlos Boozer,28:18,9,15,.600,0,0,,1,2,.500,2,5,7,2,3,0,1,3,19,+14
Taj Gibson,20:26,5,9,.556,0,0,,2,4,.500,2,5,7,4,0,2,0,0,12,-2
Ronnie Brewer,16:29,4,6,.667,1,1,1.000,0,2,.000,1,0,1,3,1,0,1,0,9,+2
Ömer Aşık,11:08,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,1,0,2,+2
Kyle Korver,9:06,1,2,.500,1,2,.500,0,0,,0,1,1,1,0,0,1,2,3,+12
John Lucas III,8:18,2,4,.500,2,2,1.000,0,0,,0,1,1,1,0,0,1,1,6,+2
Brian Scalabrine,1:12,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
Jimmy Butler,0:51,0,0,,0,0,,2,2,1.000,0,1,1,0,0,1,0,0,2,0
C.J. Watson,Did Not Dress,,,,,,,,,,,,,,,,,,,
Greg Monroe,35:19,8,15,.533,0,0,,3,3,1.000,5,8,13,5,0,1,2,1,19,-14
Tayshaun Prince,32:41,3,11,.273,0,1,.000,1,2,.500,0,4,4,4,3,0,1,1,7,-14
Ben Gordon,28:20,2,10,.200,0,0,,3,3,1.000,0,4,4,0,0,0,3,4,7,-17
Jonas Jerebko,27:17,5,13,.385,1,3,.333,2,2,1.000,3,1,4,0,1,0,1,4,13,-9
Rodney Stuckey,15:18,2,5,.400,0,0,,1,1,1.000,0,2,2,2,0,0,0,0,5,-6
Damien Wilkins,29:49,5,7,.714,0,0,,0,0,,1,2,3,3,2,0,0,3,10,-2
Brandon Knight,22:04,2,9,.222,0,2,.000,0,0,,0,1,1,1,1,0,1,1,4,-2
Will Bynum,15:48,5,9,.556,0,0,,0,1,.000,0,1,1,1,1,0,3,1,10,-7
Jason Maxiell,14:56,2,4,.500,0,0,,0,0,,0,2,2,1,0,0,0,0,4,-1
Ben Wallace,13:35,2,4,.500,0,0,,0,0,,2,2,4,0,0,0,0,1,4,-2
Charlie Villanueva,4:53,0,1,.000,0,0,,0,0,,0,0,0,1,1,0,0,0,0,-6
Paul George,40:03,4,11,.364,3,5,.600,2,4,.500,1,3,4,3,1,1,4,4,13,-30
Danny Granger,33:22,2,13,.154,1,7,.143,1,1,1.000,0,4,4,2,1,1,4,3,6,-26
Roy Hibbert,32:24,7,11,.636,0,0,,2,3,.667,2,10,12,2,0,0,2,3,16,-22
Darren Collison,25:04,5,9,.556,0,2,.000,0,0,,1,2,3,1,0,0,1,1,10,-5
David West,19:48,2,6,.333,0,0,,5,5,1.000,1,3,4,2,0,0,3,3,9,+4
Tyler Hansbrough,30:43,2,8,.250,0,0,,10,11,.909,1,2,3,0,2,0,2,4,14,-43
George Hill,21:57,1,5,.200,1,3,.333,6,7,.857,0,1,1,1,0,0,3,1,9,-29
Dahntay Jones,15:31,0,2,.000,0,1,.000,2,2,1.000,0,0,0,0,1,0,0,3,2,-13
Lou Amundson,12:12,1,2,.500,0,0,,2,6,.333,3,1,4,0,1,1,2,4,4,-5
A.J. Price,5:13,0,0,,0,0,,0,0,,0,0,0,0,1,0,1,0,0,+1
Lance Stephenson,3:43,0,2,.000,0,1,.000,0,0,,0,1,1,1,0,0,1,0,0,-7
LeBron James,37:41,12,21,.571,0,0,,9,11,.818,2,6,8,13,2,0,2,2,33,+31
Chris Bosh,31:53,7,11,.636,0,0,,8,8,1.000,1,5,6,1,2,0,1,3,22,+21
Mario Chalmers,30:17,6,10,.600,2,5,.400,0,0,,1,5,6,3,1,0,1,1,14,+18
Joel Anthony,26:54,2,2,1.000,0,0,,2,2,1.000,0,3,3,0,1,0,0,2,6,+13
James Jones,25:20,4,9,.444,4,8,.500,2,2,1.000,0,1,1,1,1,0,0,3,14,+9
Shane Battier,24:07,2,6,.333,0,3,.000,0,0,,0,0,0,0,0,1,0,3,4,+24
Udonis Haslem,22:53,3,5,.600,0,0,,2,2,1.000,2,8,10,1,1,0,0,4,8,+27
Norris Cole,21:22,4,12,.333,1,4,.250,1,1,1.000,1,1,2,5,2,0,6,2,10,+24
Dexter Pittman,8:43,1,2,.500,0,0,,0,0,,0,2,2,0,0,0,1,3,2,+4
Terrel Harris,6:06,1,1,1.000,1,1,1.000,2,2,1.000,0,1,1,0,2,0,1,0,5,+3
Juwan Howard,4:44,0,1,.000,0,0,,0,0,,0,3,3,1,0,0,1,2,0,+1
Dwyane Wade,Did Not Dress,,,,,,,,,,,,,,,,,,,
Mickell Gladness,Did Not Dress,,,,,,,,,,,,,,,,,,,
Rudy Gay,40:17,7,17,.412,1,3,.333,4,4,1.000,4,4,8,1,3,1,2,2,19,+7
Mike Conley,37:47,3,13,.231,0,1,.000,6,6,1.000,0,3,3,8,3,0,4,4,12,+13
Marc Gasol,33:50,3,11,.273,0,0,,0,2,.000,2,8,10,3,2,0,1,2,6,+9
Tony Allen,31:35,8,8,1.000,0,0,,4,4,1.000,0,4,4,0,2,1,0,3,20,+5
Dante Cunningham,17:45,1,7,.143,0,0,,0,0,,1,2,3,0,0,0,0,1,2,+5
O.J. Mayo,23:43,4,9,.444,1,2,.500,5,7,.714,1,3,4,2,1,0,1,3,14,-1
Sam Young,18:22,3,6,.500,0,2,.000,2,2,1.000,1,3,4,0,2,0,0,1,8,-8
Josh Davis,13:57,2,3,.667,1,1,1.000,0,0,,3,2,5,1,0,0,0,1,5,-3
Quincy Pondexter,12:33,0,2,.000,0,0,,0,0,,0,2,2,0,0,0,0,1,0,+2
Jeremy Pargo,10:13,2,4,.500,0,0,,0,0,,2,1,3,1,0,0,2,1,4,-9
Marreese Speights,Not With Team,,,,,,,,,,,,,,,,,,,
Hamed Haddadi,Not With Team,,,,,,,,,,,,,,,,,,,
Kevin Love,38:15,11,21,.524,2,6,.333,3,4,.750,8,6,14,0,0,2,3,3,27,-11
Michael Beasley,36:08,5,16,.313,1,3,.333,0,2,.000,3,7,10,1,0,0,5,3,11,-4
Luke Ridnour,30:21,4,10,.400,1,3,.333,4,5,.800,0,2,2,2,2,0,2,5,13,-5
Darko Miličić,22:21,1,6,.167,0,0,,2,4,.500,3,5,8,0,0,0,1,2,4,-7
Wesley Johnson,16:14,0,5,.000,0,2,.000,0,0,,0,3,3,0,0,0,0,1,0,-6
Ricky Rubio,31:46,5,9,.556,2,2,1.000,0,2,.000,1,3,4,10,2,0,4,2,12,+2
Anthony Tolliver,22:44,1,4,.250,0,1,.000,1,1,1.000,2,2,4,1,0,1,1,1,3,+7
Wayne Ellington,17:39,1,4,.250,0,1,.000,0,0,,0,2,2,0,0,0,0,1,2,+1
Derrick Williams,15:58,2,4,.500,1,3,.333,1,2,.500,0,2,2,1,0,0,0,2,6,+5
Anthony Randolph,8:34,3,3,1.000,0,0,,2,4,.500,0,1,1,0,1,0,1,0,8,-2
Malcolm Lee,Did Not Dress,,,,,,,,,,,,,,,,,,,
J.J. Barea,Did Not Dress,,,,,,,,,,,,,,,,,,,
Jrue Holiday,38:53,8,15,.533,4,8,.500,3,3,1.000,1,1,2,8,1,0,0,1,23,+12
Elton Brand,33:04,5,9,.556,0,0,,2,2,1.000,3,9,12,1,1,2,1,2,12,+12
Andre Iguodala,29:29,2,10,.200,0,4,.000,2,4,.500,1,2,3,2,3,1,3,2,6,+2
Spencer Hawes,28:56,8,12,.667,0,0,,1,2,.500,1,6,7,2,0,4,0,5,17,-2
Jodie Meeks,23:49,1,5,.200,0,1,.000,0,0,,0,2,2,0,1,0,0,3,2,-4
Evan Turner,30:43,8,12,.667,0,1,.000,5,5,1.000,2,4,6,4,0,0,2,2,21,+13
Thaddeus Young,28:50,5,12,.417,0,1,.000,0,0,,1,3,4,3,2,0,1,2,10,+8
Lou Williams,21:46,4,10,.400,0,1,.000,2,2,1.000,1,0,1,2,0,0,1,1,10,-1
Tony Battie,4:30,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,1,0,0
Nikola Vučević,Did Not Dress,,,,,,,,,,,,,,,,,,,
Eric Gordon,39:13,8,22,.364,1,6,.167,5,6,.833,1,5,6,1,3,2,3,1,22,+2
Jarrett Jack,38:15,7,15,.467,0,0,,5,5,1.000,2,3,5,11,0,0,3,2,19,-8
Carl Landry,31:35,7,14,.500,0,0,,7,8,.875,4,4,8,1,0,0,1,2,21,-6
Emeka Okafor,27:18,2,4,.500,0,0,,1,4,.250,2,5,7,0,1,2,1,2,5,-2
Al-Farouq Aminu,19:48,0,4,.000,0,0,,0,0,,2,2,4,0,0,0,1,3,0,+4
Chris Kaman,24:12,5,7,.714,0,0,,0,0,,0,8,8,2,0,0,2,2,10,-4
Marco Belinelli,20:55,2,5,.400,1,2,.500,0,0,,0,0,0,0,0,0,1,2,5,-8
Greivis Vásquez,13:35,0,3,.000,0,1,.000,0,0,,0,1,1,4,1,0,0,1,0,-7
Jason Smith,12:51,3,4,.750,1,1,1.000,2,2,1.000,1,1,2,1,0,1,0,1,9,-4
Trey Johnson,12:18,1,1,1.000,0,0,,0,0,,0,1,1,1,1,0,1,2,2,-7
Trevor Ariza,Did Not Dress,,,,,,,,,,,,,,,,,,,
Marcin Gortat,37:35,10,15,.667,0,0,,2,3,.667,1,9,10,0,0,1,2,2,22,0
Jared Dudley,37:25,4,13,.308,1,4,.250,1,3,.333,2,2,4,1,1,0,2,3,10,+4
Steve Nash,36:36,6,12,.500,2,6,.333,1,1,1.000,2,2,4,12,3,0,4,1,15,+11
Grant Hill,34:19,7,14,.500,0,1,.000,0,0,,1,2,3,2,1,1,2,1,14,-1
Channing Frye,25:13,3,4,.750,1,1,1.000,0,0,,1,9,10,0,0,1,4,4,7,+5
Hakim Warrick,19:23,3,8,.375,1,2,.500,2,2,1.000,2,1,3,1,0,0,0,2,9,-14
Markieff Morris,17:05,2,4,.500,0,1,.000,0,0,,1,4,5,1,0,0,0,4,4,-8
Shannon Brown,10:35,0,4,.000,0,1,.000,0,0,,0,0,0,0,1,0,1,0,0,-13
Robin Lopez,10:25,1,1,1.000,0,0,,2,4,.500,0,0,0,0,0,0,0,1,4,-9
Sebastian Telfair,6:33,1,4,.250,0,0,,2,2,1.000,0,1,1,1,0,0,0,1,4,-13
Ronnie Price,4:51,0,3,.000,0,1,.000,0,0,,1,1,2,0,0,0,0,2,0,-7
Dirk Nowitzki,34:32,7,17,.412,0,0,,6,7,.857,1,5,6,7,0,0,3,2,20,+8
Jason Kidd,27:43,1,6,.167,1,4,.250,0,0,,1,4,5,3,4,0,0,3,3,0
Shawn Marion,27:07,6,15,.400,0,1,.000,1,2,.500,6,1,7,2,1,0,2,1,13,-4
Brendan Haywood,23:27,2,6,.333,0,0,,1,2,.500,5,7,12,1,1,1,1,0,5,-1
Delonte West,9:43,3,4,.750,0,0,,0,0,,0,0,0,3,1,0,1,4,6,-1
Jason Terry,33:08,6,12,.500,5,8,.625,1,1,1.000,0,3,3,5,0,0,3,1,18,+14
Ian Mahinmi,24:33,1,1,1.000,0,0,,2,3,.667,3,2,5,1,0,1,1,4,4,+10
Lamar Odom,22:53,6,12,.500,1,4,.250,2,4,.500,0,5,5,0,2,0,1,2,15,+10
Vince Carter,22:03,3,10,.300,0,2,.000,1,2,.500,2,4,6,5,0,0,0,1,7,+8
Rodrigue Beaubois,9:21,2,6,.333,0,1,.000,0,0,,1,2,3,2,1,0,0,1,4,-4
Brian Cardinal,5:31,1,2,.500,1,2,.500,0,0,,0,1,1,1,0,0,1,0,3,+5
Monta Ellis,44:06,15,30,.500,4,8,.500,4,4,1.000,0,2,2,7,2,0,3,1,38,0
David Lee,38:08,5,13,.385,0,0,,3,4,.750,1,9,10,0,0,0,2,3,13,-13
Stephen Curry,30:21,7,11,.636,3,4,.750,3,3,1.000,0,3,3,8,0,0,2,2,20,+2
Dorell Wright,26:43,0,2,.000,0,1,.000,0,0,,0,2,2,3,2,0,0,1,0,-7
Andris Biedriņš,13:36,2,3,.667,0,0,,0,0,,2,3,5,0,0,3,0,0,4,0
Klay Thompson,24:41,4,10,.400,2,6,.333,0,0,,0,3,3,0,0,0,0,4,10,-11
Kwame Brown,20:14,3,6,.500,0,0,,2,8,.250,1,6,7,0,1,0,1,2,8,+4
Brandon Rush,17:02,0,2,.000,0,1,.000,0,0,,0,1,1,0,1,0,1,0,0,-6
Ekpe Udoh,11:40,1,1,1.000,0,0,,0,0,,1,2,3,0,1,1,1,3,2,+2
Dominic McGuire,10:39,0,1,.000,0,0,,0,0,,0,1,1,0,2,2,0,1,0,-3
Charles Jenkins,2:40,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,3,0,+2
Ish Smith,0:11,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
Richard Jefferson,38:05,5,8,.625,5,5,1.000,2,2,1.000,0,5,5,0,0,0,1,4,17,+21
Tony Parker,34:18,7,16,.438,0,0,,7,9,.778,0,2,2,8,0,0,3,1,21,0
Tim Duncan,31:01,6,9,.667,0,0,,3,4,.750,1,10,11,1,3,3,1,1,15,+8
DeJuan Blair,24:22,4,9,.444,0,0,,4,4,1.000,4,5,9,0,1,1,0,2,12,+2
James Anderson,19:35,2,6,.333,1,3,.333,0,0,,0,2,2,2,0,0,0,1,5,+3
T.J. Ford,19:35,4,5,.800,1,1,1.000,0,0,,0,1,1,8,0,0,3,1,9,+16
Tiago Splitter,16:49,1,6,.167,0,0,,0,2,.000,3,2,5,1,0,0,1,2,2,-8
Gary Neal,16:21,3,9,.333,1,3,.333,0,0,,0,3,3,0,0,0,2,1,7,-21
Matt Bonner,16:09,1,4,.250,1,3,.333,0,0,,0,3,3,0,0,1,0,1,3,0
Danny Green,15:41,3,4,.750,1,2,.500,1,2,.500,0,2,2,2,0,2,2,0,8,+10
Kawhi Leonard,8:04,1,2,.500,0,0,,0,1,.000,1,1,2,1,0,0,0,0,2,-1
Marcus Thornton,33:31,8,20,.400,1,5,.200,6,6,1.000,4,0,4,0,1,1,0,0,23,-15
John Salmons,27:37,1,7,.143,0,3,.000,1,1,1.000,0,3,3,3,2,0,0,2,3,-7
J.J. Hickson,23:59,2,9,.222,0,0,,2,2,1.000,2,2,4,0,1,1,2,1,6,-1
Tyreke Evans,23:17,3,10,.300,0,0,,2,2,1.000,1,4,5,3,1,1,2,1,8,-14
Chuck Hayes,22:31,2,4,.500,0,0,,2,2,1.000,2,3,5,2,1,0,3,3,6,-10
Isaiah Thomas,28:07,2,9,.222,0,5,.000,0,0,,0,2,2,1,3,1,4,0,4,-13
Jimmer Fredette,27:08,3,13,.231,1,6,.167,0,0,,1,2,3,3,2,0,1,2,7,-21
DeMarcus Cousins,25:15,9,12,.750,0,0,,8,9,.889,1,2,3,0,3,3,2,6,26,-17
Jason Thompson,17:20,0,3,.000,0,0,,0,1,.000,2,3,5,0,2,0,2,2,0,-29
Travis Outlaw,6:10,0,5,.000,0,2,.000,0,0,,2,0,2,0,0,0,0,0,0,+2
Francisco García,5:05,0,1,.000,0,0,,0,1,.000,0,0,0,0,0,0,0,0,0,-10
Ty Lawson,25:58,3,9,.333,0,1,.000,2,2,1.000,0,5,5,6,3,0,2,0,8,+13
Danilo Gallinari,25:04,4,6,.667,0,0,,0,0,,0,4,4,3,2,1,2,1,8,+11
Kosta Koufos,24:25,4,6,.667,0,0,,2,6,.333,2,9,11,0,1,0,5,4,10,+3
Timofey Mozgov,20:22,4,6,.667,0,0,,3,5,.600,0,3,3,3,0,1,3,3,11,+6
Arron Afflalo,20:21,5,8,.625,1,2,.500,0,0,,1,0,1,0,0,0,2,4,11,-5
Rudy Fernández,30:42,4,9,.444,1,2,.500,3,3,1.000,0,4,4,8,0,0,3,1,12,+22
Al Harrington,19:40,7,10,.700,1,2,.500,0,0,,0,5,5,1,1,1,1,2,15,+31
Andre Miller,19:19,4,6,.667,0,1,.000,0,0,,0,1,1,6,1,0,2,1,8,+22
Chris Andersen,18:17,4,5,.800,0,0,,0,0,,2,5,7,0,3,3,1,3,8,+19
Corey Brewer,18:06,2,6,.333,0,1,.000,2,2,1.000,1,1,2,3,3,1,3,1,6,+12
Kenneth Faried,9:49,2,2,1.000,0,0,,3,4,.750,1,3,4,0,0,4,1,1,7,+3
DeMarre Carroll,7:57,3,3,1.000,0,0,,0,0,,0,3,3,1,0,0,2,1,6,-2
Nenê Hilário,Did Not Dress,,,,,,,,,,,,,,,,,,,
Kyle Lowry,26:34,5,8,.625,3,4,.750,4,4,1.000,0,2,2,5,0,0,3,3,17,-16
Kevin Martin,25:26,5,9,.556,0,1,.000,4,4,1.000,0,1,1,2,0,0,2,1,14,-26
Chase Budinger,23:35,2,6,.333,1,3,.333,0,0,,0,1,1,0,0,0,0,2,5,-27
Luis Scola,22:47,6,12,.500,0,0,,0,0,,0,3,3,2,0,0,2,1,12,-23
Jordan Hill,11:36,0,1,.000,0,0,,1,2,.500,0,2,2,0,1,0,1,3,1,-14
Terrence Williams,27:44,3,10,.300,1,4,.250,1,3,.333,0,3,3,1,0,0,3,3,8,-2
Chandler Parsons,24:29,5,8,.625,1,3,.333,0,0,,2,6,8,1,0,0,4,3,11,-3
Patrick Patterson,18:31,2,6,.333,0,0,,0,0,,0,3,3,0,0,0,0,1,4,-1
Goran Dragić,14:14,4,5,.800,1,1,1.000,0,0,,0,0,0,2,1,0,1,0,9,+4
Jeff Adrien,14:11,1,5,.200,0,0,,1,2,.500,2,0,2,0,0,0,0,2,3,-13
Samuel Dalembert,12:11,2,3,.667,0,0,,0,0,,2,3,5,0,0,0,1,2,4,-2
Jonny Flynn,12:00,0,3,.000,0,0,,1,2,.500,0,2,2,2,1,0,2,0,1,-13
Hasheem Thabeet,6:43,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,2,0,-4
Blake Griffin,32:25,10,15,.667,0,0,,2,5,.400,1,8,9,3,2,1,2,2,22,+20
Chris Paul,29:26,9,14,.643,2,3,.667,0,0,,0,2,2,10,3,0,2,1,20,+17
DeAndre Jordan,28:04,2,2,1.000,0,0,,3,4,.750,2,6,8,0,0,0,0,1,7,+17
Caron Butler,26:30,5,10,.500,1,4,.250,0,0,,0,1,1,1,1,0,0,0,11,+19
Chauncey Billups,22:54,3,5,.600,1,2,.500,6,6,1.000,0,1,1,4,0,1,0,1,13,+14
Mo Williams,22:16,3,5,.600,0,1,.000,1,1,1.000,0,2,2,7,1,0,0,2,7,+16
Ryan Gomes,22:15,3,6,.500,0,0,,0,0,,1,3,4,0,2,0,0,2,6,+11
Randy Foye,18:35,6,8,.750,1,1,1.000,3,4,.750,0,1,1,3,1,0,1,4,16,+11
Trey Thompkins,14:05,4,9,.444,0,2,.000,0,0,,1,2,3,2,0,0,1,1,8,+5
Brian Cook,13:49,1,6,.167,1,3,.333,0,0,,0,1,1,0,0,1,1,3,3,+14
Travis Leslie,4:52,1,1,1.000,0,0,,2,4,.500,0,0,0,0,1,0,0,0,4,-2
Solomon Jones,4:52,0,1,.000,0,0,,0,0,,0,1,1,0,1,0,0,0,0,-2
Reggie Evans,Did Not Dress,,,,,,,,,,,,,,,,,,,
Mario Chalmers,49:09,10,21,.476,3,11,.273,6,6,1.000,1,6,7,8,3,1,4,4,29,+24
Shane Battier,49:09,3,10,.300,2,5,.400,1,2,.500,1,3,4,2,0,1,0,5,9,+17
Chris Bosh,47:20,14,27,.519,1,3,.333,4,4,1.000,1,13,14,5,2,2,7,5,33,+13
James Jones,27:32,2,7,.286,1,4,.250,0,1,.000,0,1,1,0,1,0,1,2,5,+6
Joel Anthony,18:50,1,1,1.000,0,0,,1,1,1.000,0,2,2,0,0,0,1,1,3,+7
Udonis Haslem,46:44,6,16,.375,0,0,,2,2,1.000,4,7,11,1,0,0,1,5,14,-10
